users_count,interest_depth,last_7day_pv,item_category,activity_growth_rate,night_active_rate,morning_active_rate,cart_not_buy_rate_x,afternoon_active_rate,total_fav,cart_rate_y,peak_view_hour_x,popularity_growth_rate,uv,items_pv_ranking,peak_buy_hour_y,peak_view_hour_y,active_hour,fav_not_buy_rate_x,last3day_pv,peak_buy_hour_x,last_active_time
1964.0,2.6470588235294117,202.0,3064,0.3663366336633663,0.3728309370352008,0.1943480416460089,0.7105263157894737,0.4328210213187903,0.0,0.0232558139534883,17,0.6111111111111112,17.0,16632.0,13.0,21.0,0,0.0,11.0,0,0
5567.0,20.333333333333332,437.0,13230,0.3066361556064073,0.0763358778625954,0.0797285835453774,0.6666666666666666,0.8439355385920272,32.0,0.0,18,0.3666666666666666,3.0,8623.0,21.0,21.0,15,0.8148148148148148,11.0,14,1
700.0,1.0,535.0,6977,0.4822429906542056,0.0469289164941338,0.515527950310559,0.9782608695652174,0.4375431331953071,56.0,0.0,16,0.0,1.0,2068424.0,16.0,22.0,11,1.0,0.0,0,0
1245.0,1.0,518.0,12230,0.333976833976834,0.1997466216216216,0.2664695945945945,0.8275862068965517,0.5337837837837838,0.0,0.0,10,1.0,2.0,1163594.0,19.0,22.0,16,0.0,1.0,0,0
632.0,1.0,1539.0,10740,0.1975308641975308,0.1034007985680848,0.2379182156133829,0.8412698412698413,0.6586809858185323,362.0,0.0,8,0.0,1.0,2068424.0,11.0,21.0,19,0.9254901960784314,0.0,0,0
543.0,2.0,1043.0,4111,0.2358581016299137,0.3650134375763498,0.2760811140972392,0.5339805825242718,0.3589054483264109,30.0,0.0,9,0.0,3.0,327588.0,22.0,23.0,21,0.9666666666666668,0.0,0,0
179.0,3.0,382.0,4025,0.4397905759162304,0.1208499335989375,0.2330677290836653,0.7407407407407407,0.6460823373173971,0.0,0.0,17,0.0,2.0,327588.0,15.0,22.0,20,0.0,0.0,0,0
59.0,3.0,251.0,10725,0.6772908366533864,0.3488182559087204,0.2852485737571312,1.0,0.3659331703341483,0.0,0.0,21,0.0,1.0,758456.0,13.0,0.0,18,0.0,0.0,0,0
4652.0,3.0,383.0,11279,0.6631853785900783,0.2666996536368134,0.2431964374072241,0.6818181818181818,0.4901039089559624,261.0,0.0,23,0.0,2.0,327588.0,21.0,21.0,21,0.919047619047619,0.0,0,0
228.0,2.0,525.0,2771,0.2647619047619047,0.4422010206345684,0.1415575771022853,0.8197674418604651,0.4162414022631462,14.0,0.0,18,0.0,1.0,1163594.0,16.0,20.0,23,0.9230769230769232,0.0,0,0
4482.0,1.0,350.0,4370,0.3742857142857143,0.0673076923076923,0.2788461538461538,1.0,0.6538461538461539,1.0,0.0,9,0.0,1.0,2068424.0,21.0,21.0,15,1.0,0.0,0,0
2056.0,2.942622950819672,856.0,7767,0.5607476635514018,0.3685682326621924,0.2321029082774049,0.9032258064516128,0.3993288590604026,21.0,0.036036036036036,21,0.2272727272727272,122.0,107.0,21.0,21.0,23,0.9,5.0,12,0
3560.0,4.5,768.0,14079,0.27734375,0.7691773689691079,0.0152724748351266,1.0,0.2155501561957653,2.0,0.0,18,0.0,2.0,196508.0,22.0,22.0,2,1.0,0.0,0,0
3913.0,1.5,403.0,11552,0.4267990074441687,0.2776280323450135,0.3099730458221024,0.5227272727272727,0.4123989218328841,270.0,0.0,1,0.0,4.0,327588.0,21.0,21.0,22,0.9628252788104088,0.0,0,0
599.0,17.0,798.0,3760,0.6654135338345865,0.1838671411625148,0.293594306049822,0.8434782608695652,0.5225385527876631,0.0,0.2727272727272727,10,0.0,1.0,149866.0,10.0,21.0,21,0.0,0.0,12,0
4911.0,2.8333333333333335,779.0,5232,0.1476251604621309,0.23609443777511,0.2885154061624649,0.6829268292682927,0.4753901560624249,6.0,0.0625,8,0.0,6.0,87252.0,15.0,21.0,22,0.6666666666666666,0.0,0,0
5932.0,1.0,538.0,1863,0.5148698884758365,0.0414386239249413,0.370992963252541,0.4411764705882353,0.5875684128225176,29.0,0.0,19,0.0,1.0,2068424.0,13.0,21.0,12,0.8214285714285714,0.0,0,0
530.0,2.0,2216.0,6424,0.1389891696750902,0.4085337650323774,0.0731961147086031,0.3833333333333333,0.5182701202590194,1.0,0.0,23,0.0,1.0,1163594.0,0.0,20.0,23,1.0,0.0,0,0
2099.0,6.5,726.0,508,0.3402203856749311,0.1005324146570623,0.528343250861259,0.7407407407407407,0.3711243344816787,36.0,0.0909090909090909,21,1.0,2.0,149866.0,15.0,21.0,10,0.7931034482758621,10.0,0,0
5247.0,2.0,1007.0,5894,0.4935451837140019,0.0267051605918441,0.2825694695055936,0.6666666666666666,0.6907253699025623,0.0,0.0,13,1.0,1.0,1163594.0,21.0,22.0,20,0.0,2.0,0,0
4652.0,3.25,329.0,11279,0.3191489361702128,0.0302846759539672,0.2840702604482132,0.9,0.6856450635978195,15.0,0.0,12,0.0,4.0,118340.0,21.0,21.0,20,1.0,0.0,0,0
228.0,1.0,99.0,1860,0.2222222222222222,0.4635568513119533,0.3002915451895043,0.875,0.2361516034985422,0.0,0.0,23,0.0,1.0,2068424.0,22.0,0.0,0,0.0,0.0,0,0
1787.0,1.0,1369.0,6512,0.3382030679327976,0.0923254472013848,0.4221965762646663,0.8053691275167785,0.4854779765339488,4.0,0.0,10,0.0,1.0,2068424.0,20.0,21.0,20,0.75,0.0,0,0
818.0,3.0,107.0,8586,0.3457943925233644,0.0033840947546531,0.293570219966159,0.7142857142857143,0.7030456852791879,4.0,0.2,20,0.0,2.0,414002.0,10.0,22.0,19,1.0,0.0,0,0
2629.0,2.9,1363.0,4676,0.3653705062362435,0.0025981524249422,0.3267898383371824,0.7777777777777778,0.6706120092378753,79.0,0.0754716981132075,20,0.2307692307692307,40.0,2568.0,21.0,21.0,21,1.0,3.0,0,0
5567.0,4.0,867.0,13230,0.6262975778546713,0.6690561529271206,0.04778972520908,0.6818181818181818,0.2831541218637993,31.0,0.3333333333333333,23,0.0,1.0,758456.0,21.0,21.0,23,0.967741935483871,0.0,0,0
2208.0,3.0,242.0,437,0.5578512396694215,0.2644508670520231,0.3588631984585742,1.0,0.3766859344894027,239.0,0.0,21,0.0,1.0,758456.0,20.0,22.0,21,0.9913793103448276,0.0,0,0
3333.0,2.0,733.0,552,0.5034106412005457,0.1288729232150875,0.3022002694207454,0.6829268292682927,0.568926807364167,5.0,0.0,17,0.0,1.0,1163594.0,21.0,22.0,20,1.0,0.0,0,0
2408.0,4.666666666666667,678.0,5271,0.7448377581120944,0.2596899224806202,0.0937984496124031,0.0,0.6465116279069767,50.0,0.1081081081081081,13,0.3333333333333333,9.0,21931.0,11.0,21.0,15,0.98,1.0,22,0
1418.0,4.0,732.0,9412,0.2431693989071038,0.2507565931690445,0.077388672719412,0.0,0.6718547341115434,142.0,0.0,21,0.0,1.0,758456.0,15.0,21.0,21,1.0,0.0,0,1
86.0,1.0,815.0,519,0.3754601226993865,0.1211022480058013,0.1399564902102973,0.68,0.7389412617839014,6.0,0.0,12,0.0,1.0,2068424.0,0.0,23.0,20,0.6666666666666666,0.0,0,0
580.0,2.4166666666666665,567.0,5553,0.3315696649029982,0.3441734417344173,0.2748741773132017,0.9523809523809524,0.3809523809523809,1.0,0.0,7,0.0,12.0,33670.0,13.0,22.0,22,1.0,0.0,0,0
4559.0,3.0,713.0,6000,0.3520336605890603,0.0480466995958688,0.1571621014818141,0.925925925925926,0.794791198922317,1.0,0.0,19,0.0,1.0,758456.0,12.0,21.0,21,1.0,0.0,0,0
290.0,2.25,300.0,11894,0.0133333333333333,0.6432078559738135,0.144026186579378,0.8661971830985915,0.2127659574468085,1.0,0.0,19,0.0,4.0,196508.0,22.0,20.0,23,1.0,0.0,0,0
228.0,3.0,377.0,220,0.2864721485411141,0.128500823723229,0.3879736408566721,0.4155844155844156,0.4835255354200988,1.0,0.5,17,0.0,1.0,1163594.0,11.0,22.0,19,1.0,0.0,0,0
905.0,1.0,314.0,5468,0.197452229299363,0.0730797912005965,0.4034302759134974,0.9090909090909092,0.5234899328859061,2.0,0.0,12,0.0,1.0,2068424.0,11.0,20.0,12,0.5,0.0,0,0
2359.0,2.4705882352941178,0.0,10049,0.0,0.2195845697329377,0.0148367952522255,1.0,0.7655786350148368,2.0,0.0512820512820512,19,0.0,17.0,19925.0,15.0,21.0,21,1.0,0.0,0,10
3351.0,3.0,1397.0,10533,0.1811023622047244,0.4923698384201077,0.2147666068222621,0.9049586776859504,0.2928635547576301,4.0,0.5,1,0.0,1.0,1163594.0,20.0,21.0,22,1.0,0.0,0,0
800.0,3.0,1313.0,10356,0.7174409748667174,0.0557498057498057,0.4366744366744367,0.1176470588235294,0.5075757575757576,35.0,0.0,16,0.0,1.0,758456.0,20.0,22.0,13,0.8857142857142857,0.0,0,0
